cmc,power,toughness,race,ability,color
3,2,2,Elf,none,Green
2,3,2,Beast,Trample,Green
7,7,7,Beast,Trample,Green
4,2,4,Spider,Reach,Green
1,1,1,Elf,Hexproof,Green
5,3,5,Basilisk,Deathtouch,Green
2,2,1,Human,none,Green
1,1,1,Elf,none,Green
3,2,2,Crocodile,none,Green
6,6,6,Giant,Trample,Green
2,0,0,Hydra,none,Green
2,2,2,Bear,none,Green
3,3,1,Wolf,Hexproof,Green
2,1,1,Human,none,Green
5,4,4,Rhino,Trample,Green
5,2,5,Spider,Reach,Green
6,5,6,Wurm,none,Green
1,1,1,Human,none,Red
1,2,1,Hound,none,Red
1,1,1,Goblin,none,Red
1,3,1,Elemental,Trample,Red
2,3,1,Elemental,Trample,Red
2,3,3,Human,none,Red
2,3,3,Goblin,none,Red
3,0,1,Elemental,none,Red
3,2,2,Human,none,Red
3,1,1,Human,Haste,Red
3,6,1,Elemental,Haste,Red
4,3,2,Human,Haste,Red
5,4,3,Elemental,none,Red
5,4,4,Elemental,Flying,Blue
1,1,1,Human,none,White
1,0,1,Bird,Flying,Green
2,2,2,Human,First strike,Black
4,3,3,Wraith,none,Black
4,0,0,Shapeshifter,none,Blue
5,2,4,Cockatrice,Flying,Green
6,6,4,Wurm,none,Green
6,5,5,Demon,none,Black
4,2,3,Dragon,Flying,Red
2,1,1,Skeleton,none,Black
3,1,1,Dwarf,none,Red
3,1,1,Dwarf,none,Red
5,4,5,Elemental,none,Red
2,2,1,Elf,First strike,Green
5,5,4,Elemental,none,Red
6,8,8,Elemental,Trample,Green
3,0,1,Shade,none,Black
4,2,2,Fungus,none,Green
6,*,*,Avatar,none,Green
4,2,4,Spider,Reach,Green
1,1,1,Goblin,none,Red
3,2,2,Goblin,none,Red
3,2,2,Gargoyle,Flying,Red
3,2,2,Ogre,none,Red
2,2,2,Bear,none,Green
4,3,3,Giant,none,Red
3,2,3,Minotaur,none,Red
3,2,2,Specter,Flying,Black
2,2,2,Orc,none,Red
5,3,5,Treefolk,none,Green
4,*,*,Human,none,Red
3,1,1,Human,none,Green
1,1,1,Elf,none,Green
2,2,2,Merfolk,none,Blue
7,7,7,Demon,Flying,Black
6,5,6,Djinn,Flying,Blue
1,1,1,Merfolk,none,Blue
2,1,1,Pegasus,Flying,White
1,1,1,Goblin,none,Red
2,1,1,Spirit,Haste,Black
3,1,1,Imp,none,Black
6,*,*,Nightmare,Flying,Black
4,3,3,Human,none,White
3,1,3,Orc,none,Red
3,2,2,Unicorn,none,White
6,6,6,Avatar,none,White
4,4,1,Illusion,Flying,Blue
4,3,3,Illusion,Flying,Blue
5,4,3,Human,none,Blue
3,*,*,Rat,none,Black
3,1,1,Human,none,Blue
4,3,3,Bird,Flying,Red
2,0,0,Hydra,none,Red
3,1,1,Human,none,Black
2,1,1,Human,none,White
1,2,1,Cat,none,White
3,2,2,Zombie,none,Black
4,2,2,Zombie,none,Black
1,1,1,Faerie,Flying,Green
6,5,5,Serpent,none,Blue
3,2,2,Troll,none,Red
5,4,4,Vampire,Flying,Black
5,4,4,Angel,Flying,White
1,1,1,Nymph,none,Green
6,5,5,Dragon,Flying,Red
4,3,4,Giant,none,Red
5,2,4,Basilisk,none,Green
1,1,1,Wolf,none,Green
5,4,4,Giant,Trample,Red
3,2,2,Troll,none,Red
3,0,2,Human,none,Green
5,0,0,Shapeshifter,none,Blue
5,2,5,Human,none,White
3,1,5,Wall,none,Blue
3,1,4,Skeleton,none,Black
3,2,3,Plant,none,Green
3,0,5,Wall,none,Red
3,0,7,Wall,none,Green
3,0,8,Wall,none,Red
4,3,5,Wall,Flying,White
3,0,5,Wall,none,Blue
1,0,3,Wall,none,Green
4,3,3,Elephant,Trample,Green
5,5,4,Elemental,none,Blue
2,2,2,Human,First strike,White
1,0,1,Spirit,Flying,Black
3,2,3,Zombie,none,Black
2,3,1,Elemental,Trample,Red
1,1,1,Kor,none,White
3,2,3,Vampire,Deathtouch,Black
2,2,3,Elf,none,Green
4,3,3,Angel,Flying,White
2,2,2,Kor,none,White
3,4,5,Beast,none,Green
1,0,1,Human,none,White
2,2,2,Vampire,none,Black
6,5,7,Angel,Flying,White
2,1,1,Elf,none,Green
2,1,1,Insect,Flying,Black
4,3,3,Zombie,none,Black
2,1,1,Elf,none,Green
7,1,1,Human,none,Green
1,1,1,Spirit,none,Black
3,2,2,Human,none,White
5,4,1,Vampire,none,Red
2,2,1,Vampire,none,Red
2,*,*,Wurm,none,Green
5,5,3,Goblin,none,Black
5,5,5,Insect,none,Green
1,1,1,Elf,none,Green
4,3,3,Minotaur,none,Red
7,6,6,Dragon,Flying,Red
7,7,7,Beast,Trample,Green
2,0,3,Lizard,none,Blue
2,13,13,Lizard,Trample,Blue
4,3,2,Human,none,Red
4,3,4,Angel,Flash,White
4,5,5,Insect,none,Green
8,9,9,Beast,Trample,Green
7,5,5,Whale,none,Blue
7,8,8,Kraken,none,Blue
7,5,5,Elephant,Reach,Green
7,5,6,Dragon,Flying,Black
4,2,2,Human,Lifelink,White
3,1,4,Human,none,White
4,2,2,Spirit,Flash,White
2,2,2,Human,Vigilance,White
3,2,3,Human,none,White
3,2,1,Spirit,Flying,White
2,1,1,Spirit,Flying,White
6,5,5,Angel,Flying,White
1,1,2,Cat,none,White
5,3,2,Griffin,Flying,White
2,2,1,Human,First strike,White
3,2,2,Human,none,White
2,2,2,Human,none,White
5,1,1,Human,none,Blue
4,3,3,Spirit,Flying,Blue
6,5,5,Zombie,none,Blue
4,2,2,Human,none,Blue
3,3,6,Zombie,none,Blue
4,2,3,Bird,Flash,Blue
3,2,1,Spirit,Flying,Blue
5,4,4,Zombie,none,Blue
2,2,1,Zombie,none,Blue
2,1,1,Spirit,Flying,Blue
5,1,3,Spirit,Flying,Blue
3,2,2,Spirit,Flying,Blue
4,2,2,Spirit,Flying,Blue
2,1,1,Zombie,none,Black
3,2,2,Human,none,Black
3,2,1,Vampire,none,Black
5,2,2,Zombie,none,Black
5,3,3,Vampire,Flying,Black
3,3,2,Zombie,none,Black
1,2,1,Zombie,none,Black
2,2,1,Zombie,none,Black
6,5,5,Zombie,none,Black
5,4,4,Demon,none,Black
4,2,2,Zombie,none,Black
2,1,1,Human,none,Black
6,3,2,Vampire,Flying,Black
3,2,2,Human,none,Black
4,3,2,Human,none,Red
3,2,1,Vampire,Haste,Red
6,4,2,Devil,none,Red
1,1,1,Devil,none,Red
3,2,2,Devil,none,Red
4,3,3,Devil,Haste,Red
2,2,1,Human,none,Red
3,1,1,Vampire,Double strike,Red
6,4,4,Vampire,Haste,Red
4,3,2,Human,none,Red
6,5,5,Dragon,Flying,Red
5,4,1,Vampire,none,Red
3,1,1,Wolf,none,Red
4,3,3,Wolf,none,Red
2,2,1,Devil,none,Red
4,3,3,Wolf,Flash,Green
2,2,2,Elk,none,Green
2,2,1,Human,none,Green
8,10,10,Zombie,none,Green
6,4,4,Wurm,Trample,Green
5,5,5,Beast,none,Green
4,2,3,Spider,Deathtouch,Green
3,1,2,Human,none,Green
3,1,1,Ooze,Indestructible,Green
2,1,1,Human,none,Green
2,2,2,Dryad,none,Green
2,2,1,Spirit,Haste,Green
3,2,2,Bear,none,Green
5,4,5,Human,Vigilance,Green
5,5,4,Insect,Vigilance,Green
1,1,1,Human,none,Green
1,1,1,Wolf,none,Green
6,9,9,Elemental,none,Green
2,1,1,Horror,none,Black
6,4,4,Dragon,Flying,White
5,4,5,Wolf,none,Green
5,2,5,Human,Vigilance,White
4,2,2,Jellyfish,Flying,Blue
4,4,3,Elemental,none,Green
2,4,4,Zombie,none,Black
3,1,3,Human,none,White
3,2,2,Human,First strike,White
1,1,1,Human,none,White
3,3,3,Cyclops,none,Red
3,2,1,Elemental,none,Red
3,2,2,Zombie,none,Black
4,5,3,Giant,none,Red
1,3,3,Wall,none,Red
1,3,2,Bird,Flying,Black
6,5,4,Djinn,Flying,Blue
2,1,1,Bird,Flying,White
2,1,1,Dwarf,none,Red
3,1,2,Dwarf,none,Red
2,2,2,Illusion,none,Blue
3,4,4,Wurm,none,Green
2,2,2,Djinn,Flying,Black
3,4,4,Elemental,Flying,Blue
4,2,4,Human,none,White
4,3,3,Fungus,none,Green
5,5,5,Horror,Trample,Black
4,2,2,Goblin,none,Red
1,1,1,Goblin,none,Red
2,3,2,Wurm,none,Green
4,2,3,Human,none,White
3,4,4,Horror,none,Black
3,2,3,Minotaur,none,Red
4,4,4,Hound,Haste,Red
4,3,4,Spirit,none,Green
5,4,4,Elemental,none,Green
2,1,2,Elf,none,Green
3,2,3,Elf,none,Green
3,3,3,Fish,none,Blue
6,*,*,Human,none,Red
3,2,2,Human,First strike,White
2,1,2,Merfolk,none,Blue
3,1,1,Spirit,Flying,Black
4,2,2,Griffin,Flying,White
5,5,4,Horror,Flying,Black
1,1,1,Ooze,none,Green
3,1,2,Atog,none,Black
3,2,2,Human,none,Blue
4,2,2,Wraith,none,Black
3,1,3,Snake,none,Blue
2,1,1,Orc,none,Red
3,1,1,Human,none,White
3,2,2,Illusion,none,Blue
3,2,1,Rat,none,Black
5,3,6,Treefolk,none,Green
2,2,3,Unicorn,none,White
1,0,1,Bird,none,Red
1,3,3,Elephant,none,Green
2,1,1,Bird,Flying,Blue
4,3,3,Ogre,none,Red
4,3,3,Knight,none,Black
2,2,1,Human,none,White
4,3,3,Human,none,White
4,2,2,Bear,none,Green
2,1,2,Human,none,Green
6,5,5,Elemental,Haste,Red
3,3,3,Drake,Flying,Blue
3,2,4,Drake,Flying,Blue
2,1,1,Human,none,Blue
7,7,7,Serpent,none,Blue
4,5,4,Efreet,none,Green
4,2,4,Horror,none,Black
1,1,1,Human,none,Green
3,2,2,Merfolk,none,Blue
2,2,4,Human,none,White
3,3,1,Zombie,none,Black
4,2,3,Thrull,none,White
5,1,1,Spirit,Flying,White
4,1,4,Human,none,White
2,1,1,Spirit,none,White
6,4,4,Gargoyle,Flying,White
6,3,3,Griffin,Flying,White
1,1,1,Human,Vigilance,White
1,1,1,Spirit,none,White
1,0,1,Human,none,White
3,2,1,Gargoyle,Flying,White
5,3,3,Human,none,White
5,3,3,Elephant,none,White
4,1,1,Illusion,none,Blue
5,2,2,Vedalken,none,Blue
1,1,1,Spirit,none,Blue
5,8,8,Leviathan,Flying,Blue
4,1,3,Weird,none,Blue
5,4,4,Beast,Flying,Blue
4,2,2,Drake,Flying,Blue
3,1,1,Vedalken,none,Blue
2,0,3,Illusion,none,Blue
3,2,2,Horror,none,Black
3,3,1,Imp,Flying,Black
6,3,3,Thrull,none,Black
3,2,2,Human,none,Black
4,2,2,Thrull,none,Black
1,1,1,Spirit,none,Black
5,3,3,Ogre,none,Black
3,1,1,Skeleton,none,Black
5,4,3,Spirit,none,Black
8,7,5,Avatar,none,Black
6,3,3,Vampire,Flying,Black
4,2,2,Human,none,Black
3,3,1,Viashino,none,Red
4,2,1,Viashino,First strike,Red
8,8,5,Elemental,none,Red
5,3,2,Ogre,none,Red
4,1,1,Goblin,none,Red
1,1,1,Spirit,none,Red
6,3,3,Phoenix,Flying,Red
2,2,1,Goblin,none,Red
7,4,3,Wurm,none,Green
5,4,4,Ooze,none,Green
2,2,1,Dryad,none,Green
2,1,2,Human,none,Green
5,2,3,Centaur,none,Green
3,2,2,Boar,none,Green
6,4,4,Beast,none,Green
4,3,2,Human,none,Green
7,3,3,Elemental,none,Green
2,1,1,Elf,Hexproof,Green
3,1,3,Elf,Reach,Green
1,1,1,Human,none,Green
1,1,1,Spirit,none,Green
4,2,2,Angel,Flying,White
3,2,2,Sliver,none,White
2,1,2,Pegasus,Flying,White
5,3,3,Angel,Flying,White
3,2,2,Human,none,White
6,5,5,Dragon,Flying,White
2,1,2,Human,none,White
4,2,3,Human,Reach,White
1,1,1,Kor,none,White
3,1,3,Human,none,White
3,2,2,Human,First strike,White
2,1,2,Kor,none,White
3,2,2,Soltari,none,White
3,2,2,Soltari,none,White
2,2,1,Soltari,none,White
2,2,1,Soltari,none,White
2,1,1,Soltari,none,White
4,2,2,Kor,Flying,White
3,1,4,Human,Vigilance,White
5,3,4,Human,none,White
2,0,4,Wall,none,White
2,2,2,Kor,none,White
2,2,1,Human,First strike,White
4,1,5,Illusion,none,Blue
6,4,4,Illusion,Flying,Blue
4,2,4,Drake,Flying,Blue
2,2,3,Fish,none,Blue
3,1,4,Turtle,none,Blue
5,3,5,Whale,none,Blue
5,3,3,Beast,Flying,Blue
2,1,1,Merfolk,none,Blue
3,2,2,Sliver,none,Blue
3,1,1,Merfolk,none,Blue
5,2,2,Human,none,Blue
6,6,6,Serpent,none,Blue
5,4,3,Drake,Flying,Blue
4,3,3,Thalakos,none,Blue
3,2,1,Thalakos,none,Blue
2,1,1,Thalakos,none,Blue
4,1,4,Spirit,Flying,Blue
4,3,2,Spirit,Flying,Blue
2,1,1,Faerie,Flying,Blue
3,2,2,Drake,Flying,Blue
2,1,1,Sliver,none,Blue
1,2,2,Zombie,none,Black
2,1,1,Sliver,none,Black
3,1,1,Zombie,none,Black
6,7,5,Human,none,Black
4,0,0,Vampire,none,Black
2,2,1,Dauthi,none,Black
3,2,1,Dauthi,none,Black
3,3,1,Dauthi,none,Black
2,2,2,Dauthi,none,Black
2,*,1,Dauthi,none,Black
4,1,1,Shade,Flying,Black
4,2,2,Zombie,none,Black
4,4,4,Rabbit,First strike,Black
2,2,1,Rat,none,Black
5,*,*,Spirit,Flying,Black
4,2,2,Harpy,Flying,Black
3,3,3,Snake,none,Black
5,3,3,Vampire,Flying,Black
3,2,1,Zombie,none,Black
2,1,1,Thrull,none,Black
3,2,2,Vampire,none,Black
2,0,4,Wall,none,Black
5,2,2,Human,none,Red
3,2,2,Sliver,none,Red
2,2,1,Cat,none,Red
3,4,1,Giant,none,Red
6,4,5,Beast,Trample,Red
5,3,3,Drake,Flying,Red
4,3,3,Elemental,none,Red
4,4,3,Giant,none,Red
3,2,2,Human,none,Red
5,0,0,Elemental,none,Red
1,2,2,Goblin,none,Red
1,1,1,Goblin,none,Red
2,3,3,Goblin,none,Red
2,1,1,Goblin,none,Red
5,3,3,Ogre,none,Red
4,5,5,Dragon,Flying,Red
5,3,3,Human,First strike,Red
5,3,2,Drake,Flying,Red
4,1,3,Human,First strike,Red
5,2,2,Phoenix,Flying,Red
5,0,0,Hydra,none,Red
3,2,2,Human,none,Red
2,0,5,Wall,none,Red
2,1,3,Spider,Reach,Green
6,5,4,Beast,Trample,Green
5,4,4,Boar,none,Green
4,4,5,Elephant,none,Green
2,2,1,Dryad,none,Green
5,4,4,Giant,none,Green
2,1,1,Human,none,Green
3,2,2,Sliver,none,Green
2,0,0,Beast,none,Green
3,1,3,Basilisk,none,Green
3,2,3,Cat,First strike,Green
2,1,1,Sliver,none,Green
7,6,6,Wurm,Trample,Green
3,2,2,Lizard,none,Green
2,1,1,Elf,none,Green
4,3,3,Troll,none,Green
4,0,0,Spike,none,Green
5,0,0,Spike,none,Green
3,0,0,Spike,none,Green
7,0,0,Spike,none,Green
5,5,4,Wurm,none,Green
3,3,3,Elephant,none,Green
8,7,7,Elemental,none,Green
2,0,4,Plant,none,Green
4,3,3,Human,Vigilance,White
2,1,1,Human,Flying,White
3,3,4,Cat,Vigilance,White
3,3,1,Human,none,White
2,1,1,Human,none,White
4,2,4,Elk,none,White
5,1,4,Griffin,Flying,White
2,2,2,Human,none,White
1,2,1,Pegasus,Flying,White
2,2,2,Cat,none,White
5,3,3,Archon,Flying,White
7,4,6,Archon,Flying,White
2,2,2,Cat,Vigilance,White
4,2,4,Human,none,Blue
6,4,5,Sphinx,Flying,Blue
4,3,2,Siren,Flying,Blue
2,2,1,Merfolk,none,Blue
5,4,4,Serpent,none,Blue
7,6,6,Kraken,none,Blue
2,1,3,Human,none,Blue
2,2,1,Human,none,Blue
5,1,1,Siren,Flying,Blue
5,2,2,Human,Flying,Blue
7,8,8,Kraken,none,Blue
1,0,1,Elemental,none,Blue
3,1,3,Human,none,Black
3,0,5,Zombie,none,Black
6,4,4,Skeleton,none,Black
7,6,4,Demon,Flying,Black
2,2,2,Minotaur,none,Black
4,2,1,Zombie,none,Black
4,4,2,Zombie,none,Black
7,4,5,Giant,none,Black
3,2,2,Zombie,none,Black
2,2,2,Human,none,Black
3,1,3,Zombie,none,Black
5,2,2,Harpy,Flying,Black
5,3,3,Minotaur,none,Black
5,3,2,Human,none,Red
4,5,2,Cyclops,none,Red
4,3,4,Minotaur,none,Red
4,3,3,Phoenix,Flying,Red
6,5,4,Dragon,Flying,Red
2,1,1,Human,Flying,Red
3,2,3,Minotaur,none,Red
4,3,1,Minotaur,Haste,Red
5,3,3,Giant,none,Red
2,2,1,Satyr,none,Red
3,2,1,Satyr,Haste,Red
3,2,2,Human,Haste,Red
6,5,5,Cyclops,Trample,Red
1,1,1,Badger,Trample,Green
4,2,4,Spider,Reach,Green
1,1,1,Human,none,Green
5,3,3,Beast,none,Green
6,6,6,Hydra,none,Green
6,5,5,Centaur,none,Green
4,3,3,Centaur,none,Green
2,1,1,Satyr,none,Green
3,0,0,Hydra,Trample,Green
3,1,1,Satyr,none,Green
4,2,1,Human,none,Green
5,4,4,Snake,none,Green
2,3,2,Centaur,none,Green
6,4,4,Angel,Flying,White
1,1,1,Kor,none,White
4,2,3,Griffin,Flying,White
7,4,4,Angel,Flying,White
1,2,1,Human,none,White
2,2,2,Cat,none,White
6,4,6,Cat,Vigilance,White
2,0,6,Wall,none,White
5,3,3,Kor,Flying,White
5,4,3,Human,none,White
1,1,1,Kor,Flying,White
2,2,2,Kor,none,White
2,3,1,Kor,none,White
5,3,4,Kor,none,White
3,3,2,Human,none,White
3,2,3,Human,none,White
4,2,3,Beast,First strike,White
2,2,2,Human,none,White
3,2,2,Kor,Flying,White
2,1,3,Kor,none,White
4,3,2,Fish,Flying,Blue
2,2,1,Merfolk,none,Blue
5,4,5,Sphinx,Flying,Blue
3,2,3,Human,none,Blue
6,3,4,Elemental,Flying,Blue
5,4,3,Merfolk,Flying,Blue
4,3,3,Vampire,none,Black
2,2,1,Vampire,none,Black
7,4,5,Vampire,Flying,Black
3,2,3,Vampire,Flying,Black
5,3,2,Elemental,Menace,Black
6,3,4,Vampire,Flying,Black
3,2,2,Human,none,Black
2,1,2,Vampire,none,Black
5,4,5,Vampire,none,Black
3,2,1,Bat,Flying,Black
3,2,3,Vampire,none,Black
3,2,2,Zombie,none,Black
2,1,1,Human,none,Black
4,3,3,Phoenix,Flying,Red
6,4,4,Dragon,Flying,Red
2,2,1,Human,none,Red
4,4,2,Wurm,none,Red
4,3,2,Goblin,none,Red
1,1,1,Human,none,Red
3,2,2,Human,none,Red
1,1,2,Goblin,none,Red
2,2,1,Beast,Trample,Red
4,4,3,Minotaur,none,Red
2,2,2,Human,none,Red
5,4,4,Giant,Menace,Red
3,3,2,Insect,none,Red
3,2,3,Human,none,Red
3,2,2,Elemental,none,Red
4,3,3,Goblin,none,Red
2,1,1,Elf,Haste,Green
4,4,3,Wurm,none,Green
4,2,4,Insect,Reach,Green
6,5,4,Elemental,none,Green
1,0,3,Plant,none,Green
3,2,1,Elf,none,Green
4,3,3,Human,none,Green
6,5,5,Hydra,Trample,Green
2,2,2,Human,none,Green
7,7,6,Beast,Trample,Green
2,1,1,Fungus,none,Green
1,1,1,Cat,none,Green
2,2,2,Beast,none,Green
6,5,5,Elf,none,Green
3,0,1,Elf,none,Green
5,2,1,Elf,none,Green
5,4,4,Beast,none,Green
3,2,2,Elemental,none,Green
4,2,2,Elemental,Vigilance,Green
6,5,5,Angel,Flying,White
5,4,4,Angel,Flying,White
5,4,3,Elemental,Flying,Blue
6,6,6,Sphinx,Flying,Blue
6,*,*,Nightmare,Flying,Black
5,4,4,Vampire,Flying,Black
2,2,2,Zombie,none,Black
2,1,2,Human,none,Red
6,5,5,Dragon,Flying,Red
6,6,6,Elemental,Trample,Green
3,2,2,Human,none,White
6,5,5,Dragon,Flying,White
2,1,2,Human,none,White
3,2,2,Human,First strike,White
1,1,1,Human,none,White
3,2,2,Soltari,none,White
1,1,1,Human,none,White
3,1,4,Human,Vigilance,White
3,2,2,Human,none,White
3,0,7,Wall,none,White
2,1,1,Bird,Flying,White
4,2,4,Human,none,White
3,1,1,Licid,none,Blue
6,4,4,Illusion,Flying,Blue
3,1,1,Human,none,Blue
2,1,2,Human,none,Blue
5,3,5,Whale,none,Blue
2,1,1,Merfolk,none,Blue
4,2,3,Illusion,Flying,Blue
1,1,1,Merfolk,none,Blue
2,3,3,Fish,none,Blue
5,2,2,Human,none,Blue
4,3,3,Thalakos,none,Blue
3,2,1,Thalakos,none,Blue
4,3,2,Spirit,Flying,Blue
3,1,3,Frog,none,Blue
1,2,2,Zombie,none,Black
4,2,2,Kor,none,Black
2,1,1,Dauthi,none,Black
3,2,1,Dauthi,none,Black
2,*,1,Dauthi,none,Black
5,*,*,Specter,Flying,Black
3,3,3,Beast,none,Black
2,1,2,Human,none,Black
4,2,2,Insect,none,Black
7,6,4,Demon,First strike,Black
2,1,1,Zombie,none,Black
3,0,0,Spike,none,Black
2,1,1,Thrull,none,Black
3,2,2,Vampire,none,Black
5,2,2,Human,none,Red
2,1,2,Salamander,none,Red
4,3,3,Elemental,none,Red
2,1,2,Human,none,Red
3,2,2,Human,none,Red
3,2,1,Goblin,none,Red
4,4,4,Hound,none,Red
5,3,3,Ogre,none,Red
1,1,1,Goblin,Haste,Red
4,2,2,Monkey,none,Red
4,3,2,Ogre,none,Red
5,3,2,Drake,Flying,Red
3,2,1,Salamander,none,Red
3,1,3,Human,none,Green
3,2,2,Human,none,Green
5,4,4,Boar,none,Green
1,1,1,Elf,none,Green
4,4,5,Rabbit,none,Green
2,1,2,Human,none,Green
3,2,3,Cat,First strike,Green
5,3,3,Lizard,none,Green
2,1,1,Troll,none,Green
5,4,4,Wolverine,none,Green
4,3,2,Crocodile,none,Green
1,1,1,Elf,none,Green
2,*,*,Beast,Trample,Green
7,0,0,Spike,none,Green
3,0,0,Spike,none,Green
4,0,0,Spike,none,Green
3,1,1,Elf,none,Green
1,0,1,Human,none,White
4,1,1,Human,none,Red
1,1,1,Human,none,Red
4,0,1,Human,none,Red
3,1,2,Human,Flying,Red
3,1,2,Human,Flying,Red
1,0,1,Camel,none,White
2,1,3,Human,none,Black
2,4,1,Fish,none,Blue
3,2,2,Human,none,Red
3,1,1,Human,none,Black
2,2,3,Human,none,Black
2,2,3,Human,none,Black
4,4,5,Djinn,none,Green
1,1,1,Human,Flying,Blue
1,2,2,Ogre,none,Green
2,1,1,Turtle,none,Blue
2,1,1,Turtle,none,Blue
4,2,4,Beast,none,Black
2,3,2,Ogre,none,Black
2,3,2,Ogre,none,Black
1,1,1,Hound,none,Red
4,3,3,Efreet,Flying,Green
7,6,8,Fish,none,Blue
3,3,3,Efreet,Flying,Black
4,5,5,Djinn,none,Black
3,1,1,Zombie,none,Black
2,1,1,Human,none,White
1,1,1,Ape,none,Red
1,0,2,Human,none,Blue
3,6,3,Djinn,none,Red
4,3,3,Human,Trample,White
4,3,3,Human,Trample,White
1,1,1,Snake,none,Green
1,1,1,Snake,none,Green
3,2,3,Djinn,none,Blue
2,1,2,Human,none,White
4,0,3,Bird,none,Red
4,0,3,Bird,none,Red
4,5,6,Djinn,Flying,Blue
3,3,4,Efreet,Flying,Blue
2,1,1,Human,none,Blue
4,0,3,Plant,none,Green
3,1,1,Human,none,Black
1,1,1,Devil,First strike,Black
1,1,1,Devil,First strike,Black
4,2,2,Elephant,Trample,White
4,2,2,Elephant,Trample,White
2,1,1,Wolf,none,Green
2,1,1,Wolf,none,Green
3,3,6,Efreet,none,Red
7,5,5,Dragon,Flying,White
8,6,5,Avatar,none,Black
2,3,3,Angel,Flying,White
2,2,2,Human,First strike,Red
3,6,1,Elemental,Trample,Green
3,2,2,Elf,none,Green
2,2,2,Elf,none,Green
7,5,5,Angel,Flying,White
5,2,5,Human,Vigilance,White
2,1,2,Pegasus,Flying,White
3,1,2,Human,none,White
4,2,2,Griffin,Flying,White
4,2,2,Griffin,Flying,White
5,3,4,Avatar,none,White
4,2,3,Human,none,White
1,1,1,Human,none,White
5,2,5,Human,none,White
2,2,2,Human,First strike,White
2,1,1,Bird,Flying,White
3,2,2,Human,none,White
6,4,4,Dragon,Flying,White
3,2,3,Unicorn,none,White
1,1,1,Human,none,White
2,1,1,Human,none,White
3,1,4,Human,Vigilance,White
5,3,4,Human,none,White
4,5,6,Wall,Flying,White
1,1,1,Wolf,First strike,White
4,2,2,Griffin,Flying,White
3,2,2,Human,none,White
4,3,5,Wall,Flying,White
5,4,4,Elemental,Flying,Blue
3,1,1,Human,none,Blue
3,4,4,Elemental,Flying,Blue
3,0,7,Wall,none,Blue
4,2,2,Efreet,Flying,Blue
3,1,4,Turtle,none,Blue
2,2,2,Merfolk,none,Blue
1,1,1,Merfolk,none,Blue
3,2,2,Illusion,none,Blue
3,1,1,Human,none,Blue
2,1,1,Bird,Flying,Blue
6,6,6,Serpent,none,Blue
5,3,3,Leviathan,none,Blue
6,5,6,Spirit,Flying,Blue
2,1,1,Human,none,Blue
2,1,2,Bird,Flying,Blue
2,1,2,Merfolk,none,Blue
3,1,5,Wall,none,Blue
3,2,2,Drake,Flying,Blue
5,3,2,Elemental,Flying,Blue
4,1,1,Human,none,Black
4,2,3,Specter,Flying,Black
2,1,1,Human,none,Black
1,1,1,Thrull,none,Black
2,1,1,Imp,Flying,Black
1,1,1,Rat,none,Black
4,3,3,Wraith,none,Black
4,4,4,Thrull,none,Black
2,1,1,Skeleton,none,Black
5,3,6,Eye,none,Black
5,3,3,Angel,Flying,Black
3,2,1,Nightstalker,Flying,Black
4,3,2,Zombie,none,Black
4,2,2,Zombie,none,Black
3,4,4,Horror,none,Black
1,3,1,Skeleton,none,Black
3,2,1,Spirit,none,Black
3,1,1,Spirit,Flying,Black
6,5,5,Zombie,none,Black
6,*,*,Nightmare,Flying,Black
3,3,2,Snake,none,Black
4,2,1,Human,none,Black
3,2,1,Rat,none,Black
3,2,2,Zombie,none,Black
4,2,2,Human,none,Black
3,2,2,Human,none,Black
3,2,3,Zombie,none,Black
4,2,3,Minotaur,First strike,Red
4,2,2,Minotaur,none,Red
3,3,2,Human,none,Red
4,5,5,Human,none,Red
9,6,6,Dragon,Flying,Red
5,5,4,Elemental,none,Red
5,2,3,Elemental,none,Red
1,1,1,Goblin,none,Red
2,2,2,Goblin,none,Red
3,2,2,Goblin,none,Red
3,2,2,Goblin,none,Red
2,1,1,Goblin,none,Red
5,5,5,Cyclops,none,Red
1,1,1,Goat,none,Red
3,1,3,Orc,none,Red
1,1,1,Goblin,Haste,Red
4,2,2,Human,none,Red
3,2,1,Cat,First strike,Red
4,2,2,Drake,Flying,Red
4,3,3,Minotaur,Haste,Red
4,4,2,Viashino,none,Red
6,4,4,Dragon,Flying,Red
3,0,5,Wall,none,Red
1,0,1,Bird,Flying,Green
3,2,2,Cat,none,Green
4,2,2,Elf,none,Green
5,3,3,Elf,none,Green
2,2,1,Elf,First strike,Green
3,2,2,Human,none,Green
3,1,1,Ouphe,none,Green
3,1,1,Elf,none,Green
4,2,4,Spider,Reach,Green
4,3,3,Ape,none,Green
2,2,2,Bear,none,Green
1,1,1,Elf,none,Green
4,*,*,Elemental,none,Green
5,6,3,Cat,none,Green
3,1,1,Human,none,Green
4,3,2,Spirit,none,Green
5,3,6,Treefolk,none,Green
2,2,1,Snake,none,Green
8,7,6,Wurm,none,Green
1,1,1,Nymph,none,Green
4,3,3,Cat,none,Green
5,2,4,Basilisk,none,Green
3,3,3,Elephant,none,Green
3,2,2,Ape,none,Green
5,*,*,Cat,none,Green
2,1,1,Dryad,none,Green
3,0,2,Human,none,Green
3,3,2,Boar,none,Green
2,1,1,Wolf,none,Green
4,3,3,Cat,none,White
